iau_id,name,abbreviation,is_iau_member,country,permalink,detail_url,city,post_code,street,www,institution_funding,history,academic_year,admission_requirements,tuition_national,language,accrediting_agency,religious_affiliation,student_body,total_students,statistics_year,officers_json,divisions_json,degrees_json,periodicals_json,last_updated,scraped_at,error
IAU-002841,City University of Science and Information Technology,CUSIT,False,Pakistan,https://www.whed.net/institutions/IAU-002841,https://whed.net/detail_institution.php?Jzo2MF0sQ0BULDBgYApgCg==,Peshawar,25000,Dalazak Road,https://cityuniversity.edu.pk,Private,Founded 2001.,January to December (January-June; August-December),A level or equivalent with at least 45% marks for Bachelors. BA/BSC with at least 45% marks for Masters.,,English,"Higher Education Commission, Pakistan; British Accreditation Council",,co-ed,,,"[{""role"": ""Head"", ""name"": ""Mohammad Abid"", ""job_title"": ""Vice-Chancellor""}, {""role"": ""Senior Administrative Officer"", ""name"": ""Amjad Ali"", ""job_title"": ""Registrar""}, {""role"": ""Senior Administrative Officer"", ""name"": ""Muhammad Sabur Sethi"", ""job_title"": ""President""}]","[{""type"": ""Department/Division"", ""name"": ""Civil Engineering"", ""fields_of_study"": ""Civil Engineering, Construction Engineering""}, {""type"": ""Department/Division"", ""name"": ""Electrical Engineering"", ""fields_of_study"": ""Electrical and Electronic Engineering""}, {""type"": ""Faculty"", ""name"": ""Architecture"", ""fields_of_study"": ""Architecture""}, {""type"": ""Faculty"", ""name"": ""Arts"", ""fields_of_study"": ""English""}, {""type"": ""Faculty"", ""name"": ""Computer Science and Information Technology"", ""fields_of_study"": ""Computer Science, Information Technology, Software Engineering""}, {""type"": ""Faculty"", ""name"": ""Management Sciences"", ""fields_of_study"": ""Economics, Management, Mass Communication""}, {""type"": ""Faculty"", ""name"": ""Sciences"", ""fields_of_study"": ""Mathematics""}]","[{""degree"": ""Bachelor's Degree"", ""fields_of_study"": ""Architecture, Civil Engineering, Computer Science, Electrical and Electronic Engineering, English, Information Technology, Management, Mass Communication, Mathematics, Software Engineering""}, {""degree"": ""Master's Degree/ M. Phil"", ""fields_of_study"": ""Computer Science, Construction Engineering, Economics, Electrical and Electronic Engineering, English, Management, Mass Communication, Mathematics, Software Engineering""}, {""degree"": ""PhD"", ""fields_of_study"": ""Economics, Electrical and Electronic Engineering, Management""}]",[],30-01-2018,2026-04-06T14:43:37.206818,
IAU-024861,Commecs Institute of Business and Emerging Sciences,CIBES,False,Pakistan,https://www.whed.net/institutions/IAU-024861,https://whed.net/detail_institution.php?KDo2MF0sQzBYLUMkYApgCg==,Karachi,75400,"Plot No. 40-B, Block-6, PECHS, Shahrah-e-Faisal",,Private,Founded in 2010,,,,English,"Higher Education Commission, Pakistan",,,,,[],"[{""type"": ""Faculty"", ""name"": ""Business Administration"", ""fields_of_study"": ""Business Administration""}]","[{""degree"": ""Bachelor's Degree"", ""fields_of_study"": ""Business Administration""}, {""degree"": ""Master's Degree/ M. Phil"", ""fields_of_study"": ""Business Administration""}]",[],31-01-2018,2026-04-06T14:43:41.223261,
IAU-003116,COMSATS University Islamabad,,False,Pakistan,https://www.whed.net/institutions/IAU-003116,https://whed.net/detail_institution.php?Jzo2MF0sUyRRLUBgYApgCg==,Islamabad,44550,Park Road Chak Shahzad,,Public,Founded 1998 as COMSATS Institute of Information Technology by the Commission on Science and Technology for Sustainable Development in the South (COMSATS). Acquired current title and status 2018,September to July (September-January; March-July),Intermediate or higher secondary certificate with minimum 50% marks from an accredited institution,"Tuition 36,500-40,500 per semester; 41,500 (Engineering) (PKR)",English,"Higher Education Commission, Pakistan; Pakistan Engineering Council (PEC); Pakistan Council of Architects and Town Planners (PCAT-P)",,co-ed,,,"[{""role"": ""Head"", ""name"": ""Sajod Qamar"", ""job_title"": ""Rector""}, {""role"": ""Senior Administrative Officer"", ""name"": ""Sajjad A. Madani"", ""job_title"": ""Registrar""}]","[{""type"": ""Campus"", ""name"": ""Abbottabad"", ""fields_of_study"": ""Arts and Humanities, Chemistry, Civil Engineering, Computer Science, Development Studies, Earth Sciences, Electrical Engineering, Environmental Engineering, Management, Mathematics, Pharmacy""}, {""type"": ""Campus"", ""name"": ""Attock"", ""fields_of_study"": ""Computer Science, Electrical Engineering, Management, Mathematics""}, {""type"": ""Campus"", ""name"": ""Lahore"", ""fields_of_study"": ""Architecture, Arts and Humanities, Chemistry, Computer Science, Design, Electrical Engineering, Management, Mathematics, Physics, Statistics""}, {""type"": ""Campus"", ""name"": ""Sahiwal"", ""fields_of_study"": ""Biological and Life Sciences, Civil Engineering, Computer Science, Electrical Engineering, Heritage Preservation, Management, Mathematics, Mechanical Engineering""}, {""type"": ""Campus"", ""name"": ""Vehari"", ""fields_of_study"": ""Arts and Humanities, Computer Science, Environmental Studies, Management""}, {""type"": ""Campus"", ""name"": ""Wah"", ""fields_of_study"": ""Business Administration, Civil Engineering, Computer Science, Electrical Engineering, Mathematics""}, {""type"": ""Centre"", ""name"": ""Advanced Studies in Telecommunication"", ""fields_of_study"": ""Telecommunications Engineering"", ""more_details"": ""Islamabad""}, {""type"": ""Centre"", ""name"": ""Business Incubation"", ""fields_of_study"": ""Business Administration""}, {""type"": ""Centre"", ""name"": ""China Study"", ""fields_of_study"": ""Chinese"", ""more_details"": ""islamabad""}, {""type"": ""Centre"", ""name"": ""CISCO Regional Academy"", ""fields_of_study"": ""Multimedia"", ""more_details"": ""Islamabad""}, {""type"": ""Centre"", ""name"": ""Climat Research and Development (CCRD)"", ""fields_of_study"": ""Development Studies"", ""more_details"": ""Islamabad""}, {""type"": ""Centre"", ""name"": ""COMSATS for Executive Development (CCED)"", ""fields_of_study"": ""Management"", ""more_details"": ""Islamabad""}, {""type"": ""Centre"", ""name"": ""English Language (ELC)"", ""fields_of_study"": ""English"", ""more_details"": ""Islamabad""}, {""type"": ""Centre"", ""name"": ""Information Technology"", ""fields_of_study"": ""Information Technology"", ""more_details"": ""Islamabad""}, {""type"": ""Centre"", ""name"": ""Micro and Nano Devices"", ""fields_of_study"": ""Nanotechnology"", ""more_details"": ""Islamabad""}, {""type"": ""Centre"", ""name"": ""Policy Studies (CPS)"", ""fields_of_study"": ""Social Policy"", ""more_details"": ""Islamabad""}, {""type"": ""Faculty"", ""name"": ""Architecture and Design"", ""fields_of_study"": ""Architecture, Design, Fine Arts, Interior Design""}, {""type"": ""Faculty"", ""name"": ""Business Administration"", ""fields_of_study"": ""Business Administration, Development Studies, Management, Peace and Disarmament, Water Management, Water Science""}, {""type"": ""Faculty"", ""name"": ""Engineering"", ""fields_of_study"": ""Chemical Engineering, Civil Engineering, Computer Engineering, Electrical Engineering, Electronic Engineering, Energy Engineering, Environmental Engineering, Mechanical Engineering, Power Engineering, Software Engineering""}, {""type"": ""Faculty"", ""name"": ""Information Science and Technology"", ""fields_of_study"": ""Artificial Intelligence, Bioinformatics, Computer Science, Data Processing""}, {""type"": ""Faculty"", ""name"": ""Science"", ""fields_of_study"": ""Biochemistry, Bioinformatics, Biological and Life Sciences, Biotechnology, Chemistry, Genetics, Geography, Geology, Geophysics, Immunology, Mathematics, Meteorology, Microbiology, Molecular Biology, Physics, Statistics, Virology""}]","[{""degree"": ""Bachelor's Degree"", ""fields_of_study"": ""Accountancy, Architecture, Artificial Intelligence, Bioinformatics, Biological and Life Sciences, Biotechnology, Business Administration, Chemical Engineering, Civil Engineering, Computer Engineering, Computer Science, Data Processing, Design, Development Studies, Economics, Electrical Engineering, Electronic Engineering, English, Environmental Studies, Fine Arts, Food Science, Geology, Geophysics, Information Management, Interior Design, Mathematics, Mechanical Engineering, Media Studies, Pharmacy, Physics, Power Engineering, Psychology, Software Engineering, Statistics""}, {""degree"": ""Master's Degree/ M. Phil"", ""fields_of_study"": ""Biochemistry, Bioinformatics, Biotechnology, Business Administration, Chemical Engineering, Chemistry, Civil Engineering, Computer Engineering, Computer Science, Development Studies, Economics, Electrical Engineering, Energy Engineering, English, Environmental Engineering, Environmental Studies, Genetics, Geography, Geophysics, Immunology, Information Management, International Relations and Diplomacy, Management, Mathematics, Mechanical Engineering, Meteorology, Microbiology, Molecular Biology, Peace and Disarmament, Pharmacy, Physics, Software Engineering, Statistics, Surveying and Mapping, Virology, Water Science""}, {""degree"": ""PhD"", ""fields_of_study"": ""Biochemistry, Biological and Life Sciences, Biotechnology, Chemical Engineering, Chemistry, Computer Engineering, Computer Science, Development Studies, Electrical Engineering, Environmental Studies, Genetics, Immunology, Management, Mathematics, Meteorology, Microbiology, Molecular Biology, Pharmacy, Physics, Statistics""}]",[],14-09-2023,2026-04-06T14:43:45.584172,
IAU-003448,Dadabhoy Institute of Higher Education,DIHE,False,Pakistan,https://www.whed.net/institutions/IAU-003448,https://whed.net/detail_institution.php?Jzo2MF0sUzBULmBgYApgCg==,Karachi,,"SNPA-17/B, Block 3, P.E.C.H.Society,Shaheed-e-Millat Road",http://www.dadabhoy.edu.pk,Private,Founded 2000,,,from 74 000 to 369 000 depending on the degree (PKR),English,"Higher Education Commission, Pakistan",,,,,"[{""role"": ""Head"", ""name"": ""Shahana Urooj Kazmi"", ""job_title"": ""Rector""}, {""role"": ""Senior Administrative Officer"", ""name"": ""Ambreen Asif Qureshi Qureshi"", ""job_title"": ""registrar""}]","[{""type"": ""Faculty"", ""name"": ""Engineering & Computer Sciences"", ""fields_of_study"": ""Computer Engineering, Engineering, Software Engineering""}, {""type"": ""Faculty"", ""name"": ""Law"", ""fields_of_study"": ""Law""}, {""type"": ""Faculty"", ""name"": ""Management, Media and Social Sciences"", ""fields_of_study"": ""Accountancy, Business Administration, Business and Commerce, Economics, Education, Fashion Design, Finance, Management, Marketing, Mass Communication, Media Studies, Social Sciences, Textile Design""}, {""type"": ""Faculty"", ""name"": ""Science"", ""fields_of_study"": ""Aquaculture, Biotechnology, Electronic Engineering, Environmental Studies, Epidemiology, Fishery, Food Technology, Immunology, Information Technology, Mathematics and Computer Science, Microbiology, Pharmacy, Public Health, Veterinary Science""}]","[{""degree"": ""Bachelor's Degree"", ""fields_of_study"": ""Aquaculture, Biotechnology, Business Administration, Business and Commerce, Computer Engineering, Education, Environmental Studies, Epidemiology, Fashion Design, Fishery, Food Technology, Immunology, Information Technology, Law, Media Studies, Microbiology, Pharmacy, Public Health, Software Engineering, Textile Design, Veterinary Science""}, {""degree"": ""Master's Degree/ M. Phil"", ""fields_of_study"": ""Aquaculture, Biotechnology, Business Administration, Education, Environmental Studies, Epidemiology, Finance, Fishery, Food Technology, Islamic Law, Management, Marketing, Microbiology, Pharmacy, Philosophy of Education, Public Health, Veterinary Science""}, {""degree"": ""PhD"", ""fields_of_study"": ""Computer Science""}]",[],31-01-2018,2026-04-06T14:43:49.949025,
IAU-003592,Dawood University of Engineering and Technology,DUET,False,Pakistan,https://www.whed.net/institutions/IAU-003592,https://whed.net/detail_institution.php?Jzo2MF0sUzRZLEBgYApgCg==,Karachi,74800,New M.A Jinnah Road,http://www.duet.edu.pk,Public,Founded 1962. Acquired present status 2013.,,,"27,000 to 31,000 per year (PKR)",English,"Higher Education Commission, Pakistan",,,,,"[{""role"": ""Head"", ""name"": ""Faizullah Abbasi"", ""job_title"": ""Vice-Chancellor""}, {""role"": ""Senior Administrative Officer"", ""name"": ""Syed Waqar Hussain"", ""job_title"": ""Registrar""}]","[{""type"": ""Department/Division"", ""name"": ""Architecture and Planning"", ""fields_of_study"": ""Architecture and Planning""}, {""type"": ""Department/Division"", ""name"": ""Chemical Engineering"", ""fields_of_study"": ""Chemical Engineering""}, {""type"": ""Department/Division"", ""name"": ""Computer Systems"", ""fields_of_study"": ""Computer Engineering""}, {""type"": ""Department/Division"", ""name"": ""Electronic Engineering"", ""fields_of_study"": ""Electronic Engineering""}, {""type"": ""Department/Division"", ""name"": ""Energy and Environment"", ""fields_of_study"": ""Energy Engineering, Environmental Engineering""}, {""type"": ""Department/Division"", ""name"": ""Industrial Engineering and Management"", ""fields_of_study"": ""Industrial Engineering, Management""}, {""type"": ""Department/Division"", ""name"": ""Metallurgy and Materials Engineering"", ""fields_of_study"": ""Materials Engineering, Metallurgical Engineering""}, {""type"": ""Department/Division"", ""name"": ""Petroleum and Gaz"", ""fields_of_study"": ""Petroleum and Gas Engineering""}, {""type"": ""Department/Division"", ""name"": ""Telecommunication"", ""fields_of_study"": ""Telecommunications Engineering""}]","[{""degree"": ""Bachelor's Degree"", ""fields_of_study"": ""Architecture and Planning, Chemical Engineering, Computer Engineering, Energy Engineering, Engineering, Environmental Engineering, Industrial Engineering, Management, Materials Engineering, Metallurgical Engineering, Petroleum and Gas Engineering, Telecommunications Engineering""}]",[],30-01-2018,2026-04-06T14:43:54.266970,
IAU-024864,DHA Suffa University,DSU,False,Pakistan,https://www.whed.net/institutions/IAU-024864,https://whed.net/detail_institution.php?KDo2MF0sQzBYLUMwYApgCg==,Karachi,75500,"Ph-VII DG-78, Off Khayaban-e-Tufail Ext Phase 7 Ext Karachi",https://www.dsu.edu.pk,Private,Founded in 2002,,,,English,"Higher Education Commission, Pakistan",,,,,"[{""role"": ""Head"", ""name"": ""Ahmed Saeed Minhas"", ""job_title"": ""Vice-Chancellor""}, {""role"": ""Senior Administrative Officer"", ""name"": ""Zahid Ul Hassan"", ""job_title"": ""Registrar""}]","[{""type"": ""Department/Division"", ""name"": ""Computer Science"", ""fields_of_study"": ""Computer Science""}, {""type"": ""Department/Division"", ""name"": ""Electrical Engineering"", ""fields_of_study"": ""Electrical Engineering""}, {""type"": ""Department/Division"", ""name"": ""Management Sciences"", ""fields_of_study"": ""Accountancy, Business Administration, Finance, Management""}, {""type"": ""Department/Division"", ""name"": ""Mechanical Engineering"", ""fields_of_study"": ""Mechanical Engineering""}]","[{""degree"": ""Bachelor's Degree"", ""fields_of_study"": ""Accountancy, Business Administration, Computer Science, Electrical Engineering, Finance, Management, Mechanical Engineering""}, {""degree"": ""Master's Degree/ M. Phil"", ""fields_of_study"": ""Business Administration, Computer Science, Electrical Engineering, Management, Mechanical Engineering""}, {""degree"": ""PhD"", ""fields_of_study"": ""Computer Science, Electrical Engineering, Management, Mechanical Engineering""}]",[],30-01-2018,2026-04-06T14:43:57.775235,
IAU-003876,Dow University of Health Sciences,DUHS,False,Pakistan,https://www.whed.net/institutions/IAU-003876,https://whed.net/detail_institution.php?Jzo2MF0sU0BXLUBgYApgCg==,Karachi,74200,Baba-E-Urdu Road,http://www.duhs.edu.pk,Public,"Established in 1945 as Dow Medical College (DMC), it is one of the oldest medical colleges in Pakistan and offers MBBS and BDS undergraduate education, with a strong emphasis in the medical, biomedical sciences, public health, allied health sciences and business management programs. The University has one main campus, and another sub-campus located in the urban metropolitan city of Karachi, Sindh.",Jan to Dec for Professional year programs and semester based system (Jan-March and Sept to Dec) for spring and fall semesters.,,"Varies for each degree awarding program (approx. 80,000 PKR to 150, 000 PKR) per semester. (PKR)",English,"Higher Education Commission, Pakistan",None,co-ed,8006,2020-2021,"[{""role"": ""Head"", ""name"": ""Mohammed Saeed Quraishy"", ""job_title"": ""Vice-Chancellor""}, {""role"": ""Senior Administrative Officer"", ""name"": ""Ashar Afaq"", ""job_title"": ""Registrar DUHS""}, {""role"": ""International Relations Officer"", ""name"": ""Sanam Soomro"", ""job_title"": ""Director, Quality Enhancement Cell""}]","[{""type"": ""College"", ""name"": ""Biotechnology"", ""fields_of_study"": ""Biotechnology""}, {""type"": ""College"", ""name"": ""Dental College"", ""fields_of_study"": ""Dentistry""}, {""type"": ""College"", ""name"": ""International Dental College"", ""fields_of_study"": ""Dentistry""}, {""type"": ""College"", ""name"": ""International Medical College"", ""fields_of_study"": ""Medicine""}, {""type"": ""College"", ""name"": ""Medical College"", ""fields_of_study"": ""Medicine""}, {""type"": ""College"", ""name"": ""Pharmacy"", ""fields_of_study"": ""Pharmacy""}, {""type"": ""Graduate School"", ""name"": ""Biomedical Sciences"", ""fields_of_study"": ""Biomedicine, Dentistry, Pharmacy, Public Health""}, {""type"": ""Graduate School"", ""name"": ""Postgraduate Studies"", ""fields_of_study"": ""Anaesthesiology, Cardiology, Dermatology, Endocrinology, Epidemiology, Health Administration, Neurology, Obstetrics and Gynaecology, Ophthalmology, Orthopaedics, Otorhinolaryngology, Paediatrics, Plastic Surgery, Psychiatry and Mental Health""}, {""type"": ""Institute"", ""name"": ""Behavioral Sciences"", ""fields_of_study"": ""Medicine, Psychiatry and Mental Health"", ""more_details"": ""Dr. Abdul Qadeer Khan""}, {""type"": ""Institute"", ""name"": ""Business and Health Management"", ""fields_of_study"": ""Business Administration, Health Administration""}, {""type"": ""Institute"", ""name"": ""Chest Diseases"", ""fields_of_study"": ""Pneumology""}, {""type"": ""Institute"", ""name"": ""Diabetes and Endocrinology"", ""fields_of_study"": ""Diabetology, Endocrinology""}, {""type"": ""Institute"", ""name"": ""Health Professionals Education"", ""fields_of_study"": ""Health Education""}, {""type"": ""Institute"", ""name"": ""Liver and Gastrointestinal Diseases"", ""fields_of_study"": ""Gastroenterology, Hepatology""}, {""type"": ""Institute"", ""name"": ""Medical Technology"", ""fields_of_study"": ""Medical Technology, Optometry""}, {""type"": ""Institute"", ""name"": ""Nursing and Midwifery"", ""fields_of_study"": ""Midwifery, Nursing""}, {""type"": ""Institute"", ""name"": ""Oral Health Sciences"", ""fields_of_study"": ""Dentistry"", ""more_details"": ""Dr. Ishrat Ul Ibad Khan""}, {""type"": ""Institute"", ""name"": ""Physical Medicine and Rehabilitation"", ""fields_of_study"": ""Occupational Therapy, Physical Therapy, Rehabilitation and Therapy"", ""more_details"": ""IPM&R""}, {""type"": ""Institute"", ""name"": ""Radiology"", ""fields_of_study"": ""Radiology""}, {""type"": ""School"", ""name"": ""Dental Care Professionals"", ""fields_of_study"": ""Dental Hygiene, Dental Technology""}, {""type"": ""School"", ""name"": ""Public Health"", ""fields_of_study"": ""Epidemiology, Public Health"", ""more_details"": ""School of Public Health (SPH) was founded in the year 2012. School of Public Health researchers, academics and graduates are expected to play a vital role in shaping the future of healthcare in Pakistan.""}]","[{""degree"": ""Bachelor's Degree"", ""fields_of_study"": ""Business Administration, Dentistry, Medical Auxiliaries, Medical Technology, Medicine, Midwifery, Nursing, Optometry, Pharmacy, Physical Therapy, Public Health, Radiology, Surgery""}, {""degree"": ""Master's Degree/ M. Phil"", ""fields_of_study"": ""Anaesthesiology, Business Administration, Cardiology, Dentistry, Dermatology, Diabetology, Endocrinology, Epidemiology, Health Administration, Medicine, Neurology, Nursing, Obstetrics and Gynaecology, Ophthalmology, Oral Pathology, Orthodontics, Orthopaedics, Otorhinolaryngology, Paediatrics, Pathology, Periodontics, Pharmacy, Plastic Surgery, Psychiatry and Mental Health, Public Health, Radiology, Rehabilitation and Therapy, Surgery""}, {""degree"": ""PhD"", ""fields_of_study"": ""Biomedicine, Dentistry, Pharmacy, Public Health""}]","[""Journal of Dow University of Health Sciences""]",11-01-2021,2026-04-06T14:44:02.647718,
IAU-028486,Fata University,,False,Pakistan,https://www.whed.net/institutions/IAU-028486,https://whed.net/detail_institution.php?KDo2MF0sQ0BULiM4YApgCg==,Kohat,25000,"Tribal Sub Division, Darra Adam Khel Newly Merged District, Fr Kohat",https://www.fu.edu.pk,Public,"Created 2013, acquired current status 2016.","Autumn (Sep-Jan), Spring (Feb-June)",Higher Secondary School Certificate (HSSC),"16,500 per semester (PKR)",English,"Higher Education Commission, Pakistan (HEC)",,,750,2021-2022,"[{""role"": ""Head"", ""name"": ""Muhammad Jahanzeb Khan"", ""job_title"": ""Vice-Chancellor""}, {""role"": ""Senior Administrative Officer"", ""name"": ""Nasir Khan"", ""job_title"": ""Acting Registrar""}, {""role"": ""International Relations Officer"", ""name"": ""Muhammad Saeed Khalil"", ""job_title"": ""Administrative Officer""}]","[{""type"": ""Department/Division"", ""name"": ""Computer Science"", ""fields_of_study"": ""Computer Science""}, {""type"": ""Department/Division"", ""name"": ""English"", ""fields_of_study"": ""English""}, {""type"": ""Department/Division"", ""name"": ""Geology"", ""fields_of_study"": ""Geology""}, {""type"": ""Department/Division"", ""name"": ""Management Science"", ""fields_of_study"": ""Management""}, {""type"": ""Department/Division"", ""name"": ""Mathematics"", ""fields_of_study"": ""Mathematics""}, {""type"": ""Department/Division"", ""name"": ""Political Science"", ""fields_of_study"": ""Political Sciences""}, {""type"": ""Department/Division"", ""name"": ""Sociology"", ""fields_of_study"": ""Sociology""}]","[{""degree"": ""Bachelor's Degree"", ""fields_of_study"": ""Computer Science, English, Geology, Management, Mathematics, Political Sciences, Sociology""}]",[],17-02-2022,2026-04-06T14:44:07.950777,
IAU-006272,Fatima Jinnah Women University,FJWU,True,Pakistan,https://www.whed.net/institutions/IAU-006272,https://whed.net/detail_institution.php?Jzo2MF0tQyhXLEBgYApgCg==,Rawalpindi,46000,The Mall Old Presidency,,Public,Founded 1998,September to June (September-January; February-June),A-Levels and Intermediate,"Bachelor/Master's degree programmes, 36100 for a year. (PKR)",English,"Higher Education Commission, Pakistan",None,female,,,"[{""role"": ""Head"", ""name"": ""Saima Hamid"", ""job_title"": ""Vice-Chancellor""}, {""role"": ""Senior Administrative Officer"", ""name"": ""Mahwash Shahzadi"", ""job_title"": ""Assistant Registrar""}]","[{""type"": ""Centre"", ""name"": ""Information Technology"", ""fields_of_study"": ""Information Technology""}, {""type"": ""Centre"", ""name"": ""Resource centre murree (RCM)"", ""fields_of_study"": ""Education""}, {""type"": ""Centre"", ""name"": ""Women Research and Resource (WRRC)"", ""fields_of_study"": ""Gender Studies""}, {""type"": ""Department/Division"", ""name"": ""Behavioral Sciences"", ""fields_of_study"": ""Anthropology, Behavioural Sciences, Psychology, Sociology""}, {""type"": ""Department/Division"", ""name"": ""Business Administration"", ""fields_of_study"": ""Finance, Human Resources, Marketing""}, {""type"": ""Department/Division"", ""name"": ""Commerce"", ""fields_of_study"": ""Business and Commerce""}, {""type"": ""Department/Division"", ""name"": ""Communication and Media Studies"", ""fields_of_study"": ""Mass Communication, Telecommunications Services""}, {""type"": ""Department/Division"", ""name"": ""Computer Arts"", ""fields_of_study"": ""Computer Graphics""}, {""type"": ""Department/Division"", ""name"": ""Computer Science"", ""fields_of_study"": ""Computer Science""}, {""type"": ""Department/Division"", ""name"": ""Defense and Diplomatic Studies"", ""fields_of_study"": ""Peace and Disarmament, Political Sciences""}, {""type"": ""Department/Division"", ""name"": ""Economics"", ""fields_of_study"": ""Economics""}, {""type"": ""Department/Division"", ""name"": ""Education"", ""fields_of_study"": ""Education""}, {""type"": ""Department/Division"", ""name"": ""Electronic Engineering"", ""fields_of_study"": ""Electronic Engineering""}, {""type"": ""Department/Division"", ""name"": ""English"", ""fields_of_study"": ""English, Linguistics, Literature""}, {""type"": ""Department/Division"", ""name"": ""Environmental Sciences"", ""fields_of_study"": ""Environmental Engineering, Environmental Studies""}, {""type"": ""Department/Division"", ""name"": ""Fine Arts"", ""fields_of_study"": ""Fine Arts""}, {""type"": ""Department/Division"", ""name"": ""Gender Studies"", ""fields_of_study"": ""Gender Studies""}, {""type"": ""Department/Division"", ""name"": ""Islamic Studies"", ""fields_of_study"": ""Islamic Law, Islamic Studies, Islamic Theology""}, {""type"": ""Department/Division"", ""name"": ""Law"", ""fields_of_study"": ""Law""}, {""type"": ""Department/Division"", ""name"": ""Mathematical Sciences"", ""fields_of_study"": ""Mathematics""}, {""type"": ""Department/Division"", ""name"": ""Physics"", ""fields_of_study"": ""Physics""}, {""type"": ""Department/Division"", ""name"": ""Public Administration"", ""fields_of_study"": ""Public Administration""}, {""type"": ""Department/Division"", ""name"": ""Software Engineering"", ""fields_of_study"": ""Software Engineering""}, {""type"": ""Department/Division"", ""name"": ""Urdu"", ""fields_of_study"": ""Linguistics, Literature""}]","[{""degree"": ""Bachelor's Degree"", ""fields_of_study"": ""Behavioural Sciences, Business Administration, Business and Commerce, Computer Graphics, Computer Science, Economics, Education, Electronic Engineering, English, Environmental Engineering, Environmental Studies, Fine Arts, Gender Studies, Islamic Law, Islamic Studies, Islamic Theology, Law, Linguistics, Literature, Mass Communication, Mathematics, Peace and Disarmament, Physics, Psychology, Software Engineering""}, {""degree"": ""Master's Degree/ M. Phil"", ""fields_of_study"": ""Behavioural Sciences, Biotechnology, Business Administration, Business and Commerce, Computer Science, Economics, Education, English, Environmental Studies, Fine Arts, Gender Studies, Islamic Studies, Mass Communication, Mathematics, Peace and Disarmament, Public Administration""}, {""degree"": ""PhD"", ""fields_of_study"": ""Behavioural Sciences, Economics, Education, English, Environmental Studies, Linguistics, Literature, Psychology""}]","[""Journal of Gender and Social Studies""]",30-01-2018,2026-04-06T14:44:11.522889,
IAU-006312,"Federal Urdu University of Arts, Science and Technology",FUUAST,False,Pakistan,https://www.whed.net/institutions/IAU-006312,https://whed.net/detail_institution.php?Jzo2MF0tQyxRLEBgYApgCg==,Islamabad,,Sector G-7/1 Near Zero Point,https://fuuast.edu.pk,Public,"Founded by a presidential ordinance on Nov. 13, 2002. Upgrading two existing colleges, Federal Urdu Science College and Federal Urdu College at Karachi.",,,,English,"Higher Education Commission, Pakistan",,,,,"[{""role"": ""Head"", ""name"": ""Zabta Khan Shinwari"", ""job_title"": ""Vice-Chancellor""}, {""role"": ""Senior Administrative Officer"", ""name"": ""Shabbar Raza Rizvi"", ""job_title"": ""Director Quality Enhancement Cell""}]","[{""type"": ""Campus"", ""name"": ""Islamabad"", ""fields_of_study"": ""Applied Physics, Business Administration, Business and Commerce, Computer Engineering, Computer Science, Economics, Electrical Engineering, Islamic Studies, Law, Urdu""}, {""type"": ""Faculty"", ""name"": ""Arts - Campus Karachi"", ""fields_of_study"": ""Arabic, English, History, International Relations and Diplomacy, Islamic Studies, Mass Communication, Political Sciences, Psychology, Social Work, South and Southeast Asian Languages, Urdu""}, {""type"": ""Faculty"", ""name"": ""Business Administration - Campus Karachi"", ""fields_of_study"": ""Business Administration, Business and Commerce, Economics""}, {""type"": ""Faculty"", ""name"": ""Education - Campus Karachi"", ""fields_of_study"": ""Education, Special Education, Teacher Training""}, {""type"": ""Faculty"", ""name"": ""Islamic Studies - Campus Karachi"", ""fields_of_study"": ""Islamic Studies, Islamic Theology, Religion""}, {""type"": ""Faculty"", ""name"": ""Law - Campus Karachi"", ""fields_of_study"": ""Law""}, {""type"": ""Faculty"", ""name"": ""Pharmacy- Campus Karachi"", ""fields_of_study"": ""Pharmacy""}, {""type"": ""Faculty"", ""name"": ""Science- Campus Karachi"", ""fields_of_study"": ""Biochemistry, Botany, Chemistry, Computer Science, Environmental Studies, Geography, Geology, Mathematics, Microbiology, Physics, Sports, Statistics, Zoology""}]","[{""degree"": ""Bachelor's Degree"", ""fields_of_study"": ""Arabic, Biochemistry, Biotechnology, Botany, Business Administration, Business and Commerce, Chemistry, Computer Science, Education, Electrical Engineering, English, Environmental Studies, Geography, Geology, History, International Relations and Diplomacy, Islamic Studies, Law, Mass Communication, Mathematics, Microbiology, Pharmacy, Physics, Political Sciences, Social Work, South and Southeast Asian Languages, Sports, Statistics, Urdu, Zoology""}, {""degree"": ""Master's Degree/ M. Phil"", ""fields_of_study"": ""Arabic, Biochemistry, Botany, Business Administration, Business and Commerce, Chemistry, Computer Science, Economics, Education, Electrical Engineering, English, Environmental Studies, Geography, Geology, History, Islamic Studies, Islamic Theology, Law, Mass Communication, Mathematics, Microbiology, Physics, Political Sciences, Psychology, Religion, Social Work, South and Southeast Asian Languages, Special Education, Sports, Statistics, Urdu, Zoology""}, {""degree"": ""PhD"", ""fields_of_study"": ""Economics, Urdu""}]",[],30-01-2018,2026-04-06T14:44:14.550878,
