iau_id,name,abbreviation,is_iau_member,country,permalink,detail_url,city,post_code,street,www,institution_funding,history,academic_year,admission_requirements,tuition_national,language,accrediting_agency,religious_affiliation,student_body,total_students,statistics_year,officers_json,divisions_json,degrees_json,periodicals_json,last_updated,scraped_at,error
IAU-013430,"Peoples University of Medical and Health Sciences for Women, Nawabshah-Shaheed Benazirabad",PUMHSW,False,Pakistan,https://www.whed.net/institutions/IAU-013430,https://whed.net/detail_institution.php?KDo2MF0sMyxULFNgYApgCg==,Shaheed Benazirabad,,Nawabshah,http://www.pumhs.edu.pk,Public,Created 1974 as part of Liaquat University of Medical and Health Sciences. Acquired current title and status 2010.,,,10000 to 100000 per year (PKR),English,"Higher Education Commission, Pakistan",,female,,,"[{""role"": ""Head"", ""name"": ""Azam Hussain Yousifani"", ""job_title"": ""Vice-Chancellor""}, {""role"": ""Senior Administrative Officer"", ""name"": ""Muhammad Saleh Khaskheli"", ""job_title"": ""Registar""}]","[{""type"": ""Faculty"", ""name"": ""Basic and Allied Sciences"", ""fields_of_study"": ""Anatomy, Biochemistry, Forensic Medicine and Dentistry, Pathology, Pharmacology, Physiology""}, {""type"": ""Faculty"", ""name"": ""Community and Allied Sciences"", ""fields_of_study"": ""Community Health, Nursing, Public Health, Rehabilitation and Therapy""}, {""type"": ""Faculty"", ""name"": ""Medicine and Allied Sciences"", ""fields_of_study"": ""Cardiology, Dermatology, Neurology, Paediatrics, Psychiatry and Mental Health, Venereology""}, {""type"": ""Faculty"", ""name"": ""Surgery and Allied Sciences"", ""fields_of_study"": ""Anaesthesiology, Neurology, Obstetrics and Gynaecology, Operations Research, Ophthalmology, Orthopaedics, Otorhinolaryngology, Paediatrics, Radiology, Surgery, Urology""}]","[{""degree"": ""Bachelor's Degree"", ""fields_of_study"": ""Nursing, Pharmacology, Public Health, Rehabilitation and Therapy, Surgery""}, {""degree"": ""Master's Degree/ M. Phil"", ""fields_of_study"": ""Anaesthesiology, Anatomy, Biochemistry, Cardiology, Dermatology, Neurology, Nursing, Obstetrics and Gynaecology, Ophthalmology, Orthopaedics, Paediatrics, Pathology, Pharmacology, Radiology, Surgery, Urology""}]",[],30-01-2018,2026-04-06T14:49:56.392750,
IAU-020015,Pir Mehr Ali Shah Arid Agriculture University,University of Arid Agriculture (PMAS-Arid,False,Pakistan,https://www.whed.net/institutions/IAU-020015,https://whed.net/detail_institution.php?KDo2MF0sQ2BQLDM0YApgCg==,Rawalpindi,46300,"Shamsabad, Murree Road",http://www.uaar.edu.pk,Public,"Founded 1979 as the Barani (Rain-fed) Agricultural College, Rawalpindi affiliated with the University of Agriculture, Faisalabad. Acquired present status and title 1994. Former University of Arid Agriculture now Pir Mehr Ali Shah Arid Agriculture University.",October to July (Optional Summer session),Higher secondary school certificate,,English,"Higher Education Commission, Pakistan",Muslim,co-ed,,,"[{""role"": ""Head"", ""name"": ""Rai Niaz Ahmad"", ""job_title"": ""Vice-Chancellor""}, {""role"": ""Senior Administrative Officer"", ""name"": ""Sarwat N. Mirza"", ""job_title"": ""Registrar""}]","[{""type"": ""Faculty"", ""name"": ""Agricultural Engineering and Technology"", ""fields_of_study"": ""Energy Engineering, Environmental Engineering, Farm Management, Horticulture, Water Management""}, {""type"": ""Faculty"", ""name"": ""Crop & Food Sciences"", ""fields_of_study"": ""Agricultural Engineering, Agricultural Equipment, Agronomy, Entomology, Food Technology, Genetics, Horticulture, Plant Pathology, Soil Science""}, {""type"": ""Faculty"", ""name"": ""Forestry, Range Management & Wildlife"", ""fields_of_study"": ""Environmental Studies, Forestry, Management, Wildlife""}, {""type"": ""Faculty"", ""name"": ""Sciences"", ""fields_of_study"": ""Agricultural Economics, Biochemistry, Botany, Mathematics, Statistics, Zoology""}, {""type"": ""Faculty"", ""name"": ""Social Sciences"", ""fields_of_study"": ""Anthropology, Arts and Humanities, Continuing Education, Economics, Home Economics, Sociology, Women's Studies""}, {""type"": ""Faculty"", ""name"": ""Veterinary & Animal Sciences"", ""fields_of_study"": ""Cattle Breeding, Meat and Poultry, Pathology, Veterinary Science""}, {""type"": ""Institute"", ""name"": ""Information Technology"", ""fields_of_study"": ""Computer Science, Information Technology"", ""more_details"": ""Barani""}, {""type"": ""Institute"", ""name"": ""Management Sciences"", ""fields_of_study"": ""Management""}]","[{""degree"": ""Bachelor's Degree"", ""fields_of_study"": ""Agriculture, Biochemistry, Business Administration, Computer Science, Economics, Education, Forestry, Information Technology, Nutrition, Soil Science""}, {""degree"": ""Master's Degree/ M. Phil"", ""fields_of_study"": ""Agricultural Economics, Agricultural Engineering, Agronomy, Anthropology, Biochemistry, Botany, Business Administration, Cattle Breeding, Computer Science, Economics, Energy Engineering, Entomology, Environmental Engineering, Environmental Studies, Farm Management, Food Technology, Forestry, Genetics, Horticulture, Information Technology, Management, Meat and Poultry, Pathology, Plant Pathology, Sociology, Soil Science, Statistics, Veterinary Science, Water Management, Wildlife, Zoology""}, {""degree"": ""PhD"", ""fields_of_study"": ""Agricultural Economics, Agriculture, Agronomy, Biochemistry, Biological and Life Sciences, Botany, Cattle Breeding, Computer Science, Economics, Energy Engineering, Entomology, Environmental Engineering, Environmental Studies, Farm Management, Food Technology, Forestry, Genetics, Horticulture, Information Technology, Management, Meat and Poultry, Pathology, Plant Pathology, Sociology, Soil Science, Statistics, Veterinary Science, Water Management, Wildlife, Zoology""}]","[""Pakistan Journal of Arid Agriculture""]",30-01-2018,2026-04-06T14:50:01.248977,
IAU-013729,Preston University,,False,Pakistan,https://www.whed.net/institutions/IAU-013729,https://whed.net/detail_institution.php?KDo2MF0sMyxXLENEYApgCg==,Karachi,,"F-92, Block F, North Nazimabad, Near Ziauddin Hospital",http://preston.edu.pk,Private,Created 1984. Acquired current status 2002.,,,,English,"Higher Education Commission, Pakistan",,,,,"[{""role"": ""Head"", ""name"": ""Abdul Basit"", ""job_title"": ""Chancellor""}]","[{""type"": ""Faculty"", ""name"": ""Business Administration"", ""fields_of_study"": ""Accountancy, Business Administration, Environmental Management, Finance, Health Administration, Human Resources, Management, Marketing, Tourism""}, {""type"": ""Faculty"", ""name"": ""Computer Science"", ""fields_of_study"": ""Computer Science, Software Engineering, Telecommunications Engineering""}, {""type"": ""Faculty"", ""name"": ""Education"", ""fields_of_study"": ""Education""}, {""type"": ""Faculty"", ""name"": ""Industry and Technology"", ""fields_of_study"": ""Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, Mechanical Engineering, Technology""}, {""type"": ""Faculty"", ""name"": ""Natural and Applied Sciences"", ""fields_of_study"": ""Biology, Electronic Engineering, Mathematics, Telecommunications Engineering""}, {""type"": ""Faculty"", ""name"": ""Social Sciences"", ""fields_of_study"": ""Economics, International Relations and Diplomacy, Psychology""}, {""type"": ""Institute"", ""name"": ""Disaster Research"", ""fields_of_study"": ""Environmental Management, Occupational Health""}, {""type"": ""Institute"", ""name"": ""Nano Science and Technology"", ""fields_of_study"": ""Nanotechnology, Technology""}]","[{""degree"": ""Bachelor's Degree"", ""fields_of_study"": ""Biology, Biomedicine, Business Administration, Chemical Engineering, Civil Engineering, Computer Science, Economics, Education, Electrical and Electronic Engineering, Electronic Engineering, Environmental Management, Finance, Health Administration, Human Resources, International Relations and Diplomacy, Management, Marketing, Mathematics, Mechanical Engineering, Nanotechnology, Petroleum and Gas Engineering, Psychology, Technology, Telecommunications Engineering, Tourism""}, {""degree"": ""Master's Degree/ M. Phil"", ""fields_of_study"": ""Biology, Business Administration, Economics, Education, Electronic Engineering, Environmental Management, International Relations and Diplomacy, Mathematics, Multimedia, Occupational Health, Physics, Psychology, Software Engineering, Telecommunications Engineering""}]",[],16-11-2017,2026-04-06T14:50:04.132041,
IAU-024887,Qarshi University,,False,Pakistan,https://www.whed.net/institutions/IAU-024887,https://whed.net/detail_institution.php?KDo2MF0sQzBYLiM8YApgCg==,Lahore,54000,"8-Km Thokar Niaz baig, Canal Bank Road, Opposite lzmir Town",http://qu.edu.pk,Private,Founded in 2011,,,"80,500 to 111,500 per diploma per semester (PKR)",English,"Higher Education Commission, Pakistan",,,,,"[{""role"": ""Head"", ""name"": ""Rashid Lone"", ""job_title"": ""Vice Chancellor""}]","[{""type"": ""Faculty"", ""name"": ""Commerce"", ""fields_of_study"": ""Business and Commerce""}, {""type"": ""Faculty"", ""name"": ""Eastern Medecine"", ""fields_of_study"": ""Medicine""}, {""type"": ""Faculty"", ""name"": ""Mathematics and Information Technology"", ""fields_of_study"": ""Mathematics and Computer Science""}, {""type"": ""Faculty"", ""name"": ""Social and Management Sciences"", ""fields_of_study"": ""Social Sciences""}]","[{""degree"": ""Bachelor's Degree"", ""fields_of_study"": ""Accountancy, Business Administration, Business and Commerce, Computer Science, Finance, Information Technology, Medicine, Software Engineering""}]",[],30-01-2018,2026-04-06T14:50:09.495220,
IAU-013833,"Quaid-e-Awam University of Engineering, Sciences and Technology",QUEST,False,Pakistan,https://www.whed.net/institutions/IAU-013833,https://whed.net/detail_institution.php?KDo2MF0sMyxYLFMsYApgCg==,Nawabshah,,,,Public,Founded 1974. Acquired present title 1996.,January to December,Higher secondary school certificate,,English,"Higher Education Commission, Pakistan",,co-ed,,,"[{""role"": ""Head"", ""name"": ""Saleem Raza Samo"", ""job_title"": ""Vice-Chancellor""}, {""role"": ""Senior Administrative Officer"", ""name"": ""Mushtaque Sohail Soomro"", ""job_title"": ""Registrar""}]","[{""type"": ""Course/Programme"", ""name"": ""Engineering"", ""fields_of_study"": ""Chemical Engineering, Civil Engineering, Computer Engineering, Electrical Engineering, Electronic Engineering, Energy Engineering, Environmental Engineering, Mechanical Engineering, Telecommunications Engineering""}, {""type"": ""Course/Programme"", ""name"": ""Science and Technology"", ""fields_of_study"": ""Computer Science, Information Technology, Mathematics, Software Engineering, Statistics""}]","[{""degree"": ""Bachelor's Degree"", ""fields_of_study"": ""Chemical Engineering, Civil Engineering, Computer Engineering, Computer Science, Electrical Engineering, Electronic Engineering, Energy Engineering, Environmental Engineering, Information Technology, Mathematics, Mechanical Engineering, Statistics, Technology, Telecommunications Engineering""}, {""degree"": ""Master's Degree/ M. Phil"", ""fields_of_study"": ""Civil Engineering, Computer Engineering, Electrical Engineering, Electronic Engineering, Energy Engineering, Environmental Engineering, Information Technology, Mathematics, Mechanical Engineering""}, {""degree"": ""PhD"", ""fields_of_study"": ""Civil Engineering, Computer Engineering, Electrical Engineering, Electronic Engineering, Energy Engineering, Environmental Engineering, Information Technology, Mathematics, Mechanical Engineering""}]","[""Quaid-E-Awam University Research Journal of Engineering, Science and Technology""]",31-01-2018,2026-04-06T14:50:13.928596,
IAU-013834,Quaid-i-Azam University,QAU,False,Pakistan,https://www.whed.net/institutions/IAU-013834,https://whed.net/detail_institution.php?KDo2MF0sMyxYLFMwYApgCg==,Islamabad,45320,PO Box 1090,,Public,"Founded 1965 as University of Islamabad, acquired present status 1967 and present title 1976. A postgraduate institution.",January to December (January-June; July-December),University degree,"95,690 to 96,930 a year (PKR)",English,"Higher Education Commission, Pakistan",,,,,"[{""role"": ""Head"", ""name"": ""Javed Ashraf"", ""job_title"": ""Vice-Chancellor""}, {""role"": ""Senior Administrative Officer"", ""name"": ""Shafiq-ur- Rehman"", ""job_title"": ""Registrar""}]","[{""type"": ""Faculty"", ""name"": ""Biological Sciences"", ""fields_of_study"": ""Animal Husbandry, Biochemistry, Biotechnology, Environmental Engineering, Microbiology, Pharmacy, Plant Pathology""}, {""type"": ""Faculty"", ""name"": ""Medicine (Affiliated)"", ""fields_of_study"": ""Medicine""}, {""type"": ""Faculty"", ""name"": ""Natural Sciences"", ""fields_of_study"": ""Chemistry, Computer Science, Earth Sciences, Electronic Engineering, Information Technology, Mathematics, Physics, Statistics""}, {""type"": ""Faculty"", ""name"": ""Social Sciences"", ""fields_of_study"": ""Anthropology, Asian Studies, Cultural Studies, Economics, Gender Studies, History, International Relations and Diplomacy, Law, Linguistics, Management, Peace and Disarmament, Political Sciences, Psychology, Sociology""}]","[{""degree"": ""Bachelor's Degree"", ""fields_of_study"": ""Animal Husbandry, Anthropology, Asian Studies, Biochemistry, Biotechnology, Chemistry, Computer Science, Cultural Studies, Earth Sciences, Economics, Electronic Engineering, Environmental Engineering, Gender Studies, History, Information Technology, International Relations and Diplomacy, Law, Linguistics, Management, Mathematics, Medicine, Microbiology, Peace and Disarmament, Pharmacy, Physics, Plant Pathology, Political Sciences, Psychology, Sociology, Statistics""}, {""degree"": ""Master's Degree/ M. Phil"", ""fields_of_study"": ""Animal Husbandry, Anthropology, Asian Studies, Biochemistry, Biotechnology, Chemistry, Computer Science, Cultural Studies, Earth Sciences, Economics, Electronic Engineering, Environmental Engineering, Gender Studies, History, Information Technology, International Relations and Diplomacy, Law, Linguistics, Management, Mathematics, Medicine, Microbiology, Peace and Disarmament, Pharmacy, Physics, Plant Pathology, Political Sciences, Psychology, Sociology, Statistics""}]","[""Journal of Natural Sciences"", ""Journal of Social Sciences""]",31-01-2018,2026-04-06T14:50:19.238043,
IAU-013863,Qurtuba University of Science and Information Technology,QUSIT,False,Pakistan,https://www.whed.net/institutions/IAU-013863,https://whed.net/detail_institution.php?KDo2MF0sMyxYLUMsYApgCg==,Dera Ismail Khan,29050,Sheikh Yusuf Road,http://www.qurtuba.edu.pk,Private,Founded 2001.,,Intermediate or higher secondary certificate,,English,"Higher Education Commission, Pakistan",,co-ed,,,"[{""role"": ""Head"", ""name"": ""Abdul Aziz Khan Niazi"", ""job_title"": ""President""}]","[{""type"": ""Department/Division"", ""name"": ""Engineering"", ""fields_of_study"": ""Civil Engineering, Electrical Engineering""}, {""type"": ""Department/Division"", ""name"": ""International Relations and Political Science"", ""fields_of_study"": ""International Relations and Diplomacy, Political Sciences""}, {""type"": ""Department/Division"", ""name"": ""Law"", ""fields_of_study"": ""Law""}, {""type"": ""Department/Division"", ""name"": ""Linguistics, Literature and Religious Studies"", ""fields_of_study"": ""English, Islamic Theology, Linguistics, Literature, Urdu""}, {""type"": ""Department/Division"", ""name"": ""Management Sciences"", ""fields_of_study"": ""Business Administration, Economics, Management""}, {""type"": ""Department/Division"", ""name"": ""Sciences and IT"", ""fields_of_study"": ""Botany, Chemistry, Computer Science, Mathematics, Physics, Zoology""}, {""type"": ""Department/Division"", ""name"": ""Teacher's Education"", ""fields_of_study"": ""Education""}]","[{""degree"": ""Bachelor's Degree"", ""fields_of_study"": ""Botany, Business Administration, Chemistry, Computer Science, Economics, Education, English, International Relations and Diplomacy, Law, Management, Mathematics, Physics, Political Sciences, Zoology""}, {""degree"": ""Master's Degree/ M. Phil"", ""fields_of_study"": ""Botany, Business Administration, Chemistry, Economics, Education, English, International Relations and Diplomacy, Law, Management, Mathematics, Physics, Political Sciences, Urdu, Zoology""}, {""degree"": ""PhD"", ""fields_of_study"": ""Education, International Relations and Diplomacy, Management, Political Sciences, Urdu""}]","[""Journal of Managerial Sciences"", ""The Dialogue""]",31-01-2018,2026-04-06T14:50:24.880149,
IAU-014009,Riphah International University,RIU,False,Pakistan,https://www.whed.net/institutions/IAU-014009,https://whed.net/detail_institution.php?KDo2MF0sMzBQLCNEYApgCg==,Islamabad,,"Sector I-14, Hajj Complex",http://www.riphah.edu.pk,Private,Founded in 2002,September to August,Secondary school certificate,,English,"Higher Education Commission, Pakistan; Pakistan Medical and Dental Council; Pakistan Engineering Council; Pharmacy Council of Pakistan",,co-ed,,,"[{""role"": ""Head"", ""name"": ""Anis Ahmad"", ""job_title"": ""Vice-Chancellor""}, {""role"": ""International Relations Officer"", ""name"": ""Muhammad Hafeez"", ""job_title"": ""Registrar and International Relations Officer""}]","[{""type"": ""Campus"", ""name"": ""Lahore"", ""fields_of_study"": ""Business Administration, Clinical Psychology, Computer Science, Engineering, Literature, Management, Modern Languages, Pharmacy, Psychology, Rehabilitation and Therapy, Technology, Veterinary Science""}, {""type"": ""Course/Programme"", ""name"": ""Northern Consortium-UK (NCUK)"", ""fields_of_study"": ""Business Administration, Engineering, Fine Arts""}, {""type"": ""Department/Division"", ""name"": ""Biomedical Engineering"", ""fields_of_study"": ""Biomedical Engineering""}, {""type"": ""Department/Division"", ""name"": ""Computing"", ""fields_of_study"": ""Computer Science, Information Technology, Software Engineering""}, {""type"": ""Department/Division"", ""name"": ""Dental Sciences"", ""fields_of_study"": ""Dentistry""}, {""type"": ""Department/Division"", ""name"": ""Electrical Engineering"", ""fields_of_study"": ""Electrical Engineering""}, {""type"": ""Department/Division"", ""name"": ""Healthcare Improvement and Safety"", ""fields_of_study"": ""Health Administration, Health Education""}, {""type"": ""Department/Division"", ""name"": ""Information Security"", ""fields_of_study"": ""Information Sciences""}, {""type"": ""Department/Division"", ""name"": ""Management Sciences"", ""fields_of_study"": ""Business and Commerce, Management""}, {""type"": ""Department/Division"", ""name"": ""Mathematics and Statistics"", ""fields_of_study"": ""Mathematics, Statistics""}, {""type"": ""Department/Division"", ""name"": ""Media Sciences"", ""fields_of_study"": ""Journalism, Mass Communication, Media Studies""}, {""type"": ""Department/Division"", ""name"": ""Medical Sciences"", ""fields_of_study"": ""Health Sciences, Medicine, Surgery""}, {""type"": ""Department/Division"", ""name"": ""Pharmaceutical Sciences"", ""fields_of_study"": ""Pharmacology, Pharmacy""}, {""type"": ""Department/Division"", ""name"": ""Physics"", ""fields_of_study"": ""Physics""}, {""type"": ""Department/Division"", ""name"": ""Public Policy"", ""fields_of_study"": ""Political Sciences""}, {""type"": ""Department/Division"", ""name"": ""Rehabilitation Sciences"", ""fields_of_study"": ""Rehabilitation and Therapy""}, {""type"": ""Department/Division"", ""name"": ""Social Sciences"", ""fields_of_study"": ""Journalism, Social Policy, Social Sciences""}]","[{""degree"": ""Bachelor's Degree"", ""fields_of_study"": ""Biomedical Engineering, Business Administration, Business and Commerce, Computer Science, Dentistry, Electrical Engineering, Engineering, English, Health Sciences, Information Technology, Mass Communication, Mathematics, Media Studies, Medicine, Pharmacy, Physics, Psychiatry and Mental Health, Psychology, Software Engineering, Speech Therapy and Audiology, Statistics, Surgery""}, {""degree"": ""Master's Degree/ M. Phil"", ""fields_of_study"": ""Anaesthesiology, Anatomy, Biochemistry, Biomedical Engineering, Business Administration, Business and Commerce, Cardiology, Clinical Psychology, Computer Graphics, Dentistry, Electrical Engineering, English, Haematology, Health Education, Histology, Journalism, Linguistics, Literature, Management, Mass Communication, Mathematics, Media Studies, Microbiology, Molecular Biology, Neurology, Orthopaedics, Pathology, Pharmacology, Pharmacy, Physics, Physiology, Pneumology, Political Sciences, Psychology, Radio and Television Broadcasting, Seismology, Software Engineering, Sports, Statistics, Visual Arts""}, {""degree"": ""PhD"", ""fields_of_study"": ""Computer Science, Electrical Engineering, Management, Mathematics, Medicine, Pharmacy, Physics, Statistics""}]","[""RCIB’s Journal of Islamic Business and Management"", ""The Journal of Islamic International Medical College (JIIMC)"", ""The Journal of Riphah College of Rehabilitation Sciences (JRCRS)""]",30-01-2018,2026-04-06T14:50:29.945772,
IAU-030179,Salim Habib University,,False,Pakistan,https://www.whed.net/institutions/IAU-030179,https://whed.net/detail_institution.php?KDo2MF0sU2BRLVNEYApgCg==,Karachi,74900,NC-24 Deh Dih Korangi Creek,https://shu.edu.pk,Private,Created 2015,,,,English,"Higher Education Commission, Pakistan",,,,,"[{""role"": ""Head"", ""name"": ""Syed Irfan Hyder"", ""job_title"": ""Vice-Chancellor""}, {""role"": ""International Relations Officer"", ""name"": ""Syed Waqar-ul-Hasan"", ""job_title"": ""Director, Quality Enhancement Cell""}]","[{""type"": ""Faculty"", ""name"": ""Computer Science"", ""fields_of_study"": ""Computer Science""}, {""type"": ""Faculty"", ""name"": ""Engineering"", ""fields_of_study"": ""Biomedical Engineering""}, {""type"": ""Faculty"", ""name"": ""Management Sciences"", ""fields_of_study"": ""Accountancy, Business Administration, Business Computing, Finance""}, {""type"": ""Faculty"", ""name"": ""Pharmacy"", ""fields_of_study"": ""Pharmacy""}, {""type"": ""Faculty"", ""name"": ""Science"", ""fields_of_study"": ""Biological and Life Sciences""}]","[{""degree"": ""Bachelor's Degree"", ""fields_of_study"": ""Accountancy, Biological and Life Sciences, Biomedical Engineering, Business Administration, Business Computing, Computer Science, Pharmacy""}, {""degree"": ""Master's Degree/ M. Phil"", ""fields_of_study"": ""Biological and Life Sciences, Biomedical Engineering, Business Administration, Pharmacy""}]",[],07-06-2024,2026-04-06T14:50:35.337329,
IAU-014518,Sardar Bahadur Khan Women's University,SBK,False,Pakistan,https://www.whed.net/institutions/IAU-014518,https://whed.net/detail_institution.php?KDo2MF0sMzBVLDNAYApgCg==,Quetta,,Brewery Road,http://www.sbkwu.edu.pk,Public,Founded 2004 as Balochistan's first women's university.,,Entrance exam,,English,"Higher Education Commission, Pakistan",,female,,,"[{""role"": ""Head"", ""name"": ""Rukhsana Jabeen"", ""job_title"": ""Vice-Chancellor""}, {""role"": ""Senior Administrative Officer"", ""name"": ""Naheed Haque"", ""job_title"": ""Registrar""}]","[{""type"": ""Faculty"", ""name"": ""Basic Sciences"", ""fields_of_study"": ""Chemistry, Environmental Engineering, Mathematics""}, {""type"": ""Faculty"", ""name"": ""Life Sciences"", ""fields_of_study"": ""Biotechnology, Plant Pathology, Zoology""}, {""type"": ""Faculty"", ""name"": ""Management and Computer Science"", ""fields_of_study"": ""Business and Commerce, Computer Science, Economics, Management""}, {""type"": ""Faculty"", ""name"": ""Social Sciences"", ""fields_of_study"": ""Education, English, Fine Arts, Islamic Studies, Sociology, Urdu, Welfare and Protective Services""}]","[{""degree"": ""Bachelor's Degree"", ""fields_of_study"": ""Biochemistry, Biotechnology, Botany, Business and Commerce, Chemistry, Computer Science, Economics, Education, English, Environmental Engineering, Fine Arts, Gender Studies, Information Technology, Islamic Studies, Journalism, Mathematics, Media Studies, Microbiology, Political Sciences, Psychology, Public Administration, Social Work, Sociology, Statistics, Urdu, Zoology""}, {""degree"": ""Master's Degree/ M. Phil"", ""fields_of_study"": ""Business and Commerce, Chemistry, Computer Science, Economics, Education, English, Fine Arts, Islamic Studies, Journalism, Management, Mathematics, Media Studies, Psychology, Urdu, Zoology""}]",[],30-01-2018,2026-04-06T14:50:39.835032,
IAU-014524,Sarhad University of Science and Information Technology,,False,Pakistan,https://www.whed.net/institutions/IAU-014524,https://whed.net/detail_institution.php?KDo2MF0sMzBVLEMwYApgCg==,Peshawar,,"Landi Akhun Ahmad, Hayatabad Link, Ring Road",http://www.suit.edu.pk,Private,Founded in 2001,,,,English,"Higher Education Commission, Pakistan",,,,,"[{""role"": ""Head"", ""name"": ""Salim ur Rehman"", ""job_title"": ""Vice-Chancellor""}, {""role"": ""Senior Administrative Officer"", ""name"": ""Muhammad Nasir"", ""job_title"": ""Registrar""}]","[{""type"": ""Department/Division"", ""name"": ""Engineering"", ""fields_of_study"": ""Civil Engineering, Electrical Engineering, Engineering, Mechanical Engineering""}, {""type"": ""Department/Division"", ""name"": ""Life Sciences"", ""fields_of_study"": ""Biotechnology, Microbiology, Pharmacy, Physical Therapy""}, {""type"": ""Department/Division"", ""name"": ""Management Sciences"", ""fields_of_study"": ""Business Administration, Management""}, {""type"": ""Department/Division"", ""name"": ""Sciences"", ""fields_of_study"": ""Chemistry, Computer Science, Information Technology, Telecommunications Engineering""}, {""type"": ""Department/Division"", ""name"": ""Social Sciences"", ""fields_of_study"": ""Arts and Humanities, Education, Fashion Design, Library Science, Social Sciences, Sports, Textile Design, Urdu""}]","[{""degree"": ""Bachelor's Degree"", ""fields_of_study"": ""Banking, Biotechnology, Botany, Business Administration, Business and Commerce, Chemistry, Civil Engineering, Economics, Education, Electrical Engineering, Electronic Engineering, Finance, Mechanical Engineering, Microbiology, Pharmacy, Physical Therapy, Software Engineering, Telecommunications Engineering""}, {""degree"": ""Master's Degree/ M. Phil"", ""fields_of_study"": ""Biotechnology, Botany, Business Administration, Chemistry, Economics, Education, Electronic Engineering, Fashion Design, Library Science, Management, Microbiology, Physical Therapy, Sports, Telecommunications Engineering, Textile Design, Urdu""}, {""degree"": ""PhD"", ""fields_of_study"": ""Biotechnology, Computer Science, Economics, Education, Electrical Engineering, Management, Microbiology""}]","[""Sarhad Journal of Management Sciences"", ""Sarhad University International Journal of Basic and Applied Sciences""]",30-03-2020,2026-04-06T14:50:43.638683,
IAU-015214,Shah Abdul Latif University,SALU,False,Pakistan,https://www.whed.net/institutions/IAU-015214,https://whed.net/detail_institution.php?KDo2MF0sMzRSLDMwYApgCg==,Khairpur,66020,Old National Highway,http://www.salu.edu.pk,Public,Created 19765 as a campus of the University of Sindh. Acquired current status 1987.,January to June; August to December,"Higher secondary certificate (HSC) or equivalent, or entrance exam.",,English;Urdu;Sindhi,"Higher Education Commission, Pakistan",,,7697,2012-2013,"[{""role"": ""Head"", ""name"": ""Parveen Shah"", ""job_title"": ""Vice-Chancellor""}, {""role"": ""Senior Administrative Officer"", ""name"": ""Asad Raza Abidi"", ""job_title"": ""Registrar""}, {""role"": ""International Relations Officer"", ""name"": ""Ghulam Ali Mallah"", ""job_title"": ""Director, Planning and Development""}]","[{""type"": ""Faculty"", ""name"": ""Arts and Languages"", ""fields_of_study"": ""English, Islamic Studies, Linguistics, Literature, Modern Languages, Urdu""}, {""type"": ""Faculty"", ""name"": ""Education"", ""fields_of_study"": ""Education, Teacher Training""}, {""type"": ""Faculty"", ""name"": ""Management Sciences"", ""fields_of_study"": ""Business Administration, Business and Commerce, Public Administration""}, {""type"": ""Faculty"", ""name"": ""Natural Sciences"", ""fields_of_study"": ""Biochemistry, Botany, Chemistry, Computer Science, Microbiology, Pharmacy, Zoology""}, {""type"": ""Faculty"", ""name"": ""Physical Sciences"", ""fields_of_study"": ""Archaeology, Computer Science, Electronic Engineering, Geography, Mathematics, Physics, Statistics""}, {""type"": ""Faculty"", ""name"": ""Social Sciences"", ""fields_of_study"": ""Economics, Gender Studies, International Relations and Diplomacy, Law, Media Studies, Political Sciences, Sociology""}]","[{""degree"": ""Bachelor's Degree"", ""fields_of_study"": ""Archaeology, Biochemistry, Botany, Business Administration, Business and Commerce, Chemistry, Computer Science, Economics, Education, Electronic Engineering, Fine Arts, Geography, International Relations and Diplomacy, Islamic Studies, Law, Linguistics, Literature, Mathematics, Media Studies, Microbiology, Natural Sciences, Pharmacy, Physics, Political Sciences, Public Administration, Social Sciences, Sociology, Statistics, Urdu, Zoology""}, {""degree"": ""Master's Degree/ M. Phil"", ""fields_of_study"": ""Archaeology, Biochemistry, Botany, Business Administration, Business and Commerce, Chemistry, Computer Science, Economics, Education, Electronic Engineering, Gender Studies, Geography, International Relations and Diplomacy, Islamic Studies, Law, Linguistics, Literature, Mathematics, Media Studies, Microbiology, Physics, Political Sciences, Public Administration, Sociology, Statistics, Teacher Training, Urdu, Zoology""}, {""degree"": ""PhD"", ""fields_of_study"": ""Archaeology, Biochemistry, Botany, Business Administration, Business and Commerce, Chemistry, Computer Science, Economics, International Relations and Diplomacy, Linguistics, Literature, Mathematics, Microbiology, Political Sciences, Public Administration, Zoology""}]","[""ALMAS"", ""Ancient Sindh"", ""English Language Forum (ELF)"", ""SALU-Commerce & Economics Review"", ""Scientific Sindh""]",16-11-2017,2026-04-06T14:50:48.562738,
