"ipc-image src","ipc-lockup-overlay href","ipc-signpost__text","ipc-title-link-wrapper href","ipc-title__text","sc-99e9da6e-6","sc-99e9da6e-6 2","sc-99e9da6e-6 3","ipc-rating-star--rating","ipc-rating-star--voteCount"
"https://m.media-amazon.com/images/M/MV5BMTU0NTkyNzYwMF5BMl5BanBnXkFtZTgwMDU0NDk5MTI@._V1_QL75_UX90_CR0,1,90,133_.jpg","https://www.imdb.com/title/tt0043014/?ref_=chttp_i_64","#64","https://www.imdb.com/title/tt0043014/?ref_=chttp_t_64","Sunset Boulevard","1950","1h 50m","Approved","8.4","(261K)"
"https://m.media-amazon.com/images/M/MV5BNjRhNTQzMzQtMWViMi00ODQ1LTg0MTEtYWE4ZWZlYjM4YjJhXkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg","https://www.imdb.com/title/tt0051201/?ref_=chttp_i_65","#65","https://www.imdb.com/title/tt0051201/?ref_=chttp_t_65","Witness for the Prosecution","1957","1h 56m","Approved","8.4","(161K)"
"https://m.media-amazon.com/images/M/MV5BNmQ2NmI2ODYtMDQzNS00NzQyLTkzZjgtZmZlYTQ5MTc1OWU3XkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg","https://www.imdb.com/title/tt0050825/?ref_=chttp_i_66","#66","https://www.imdb.com/title/tt0050825/?ref_=chttp_t_66","Paths of Glory","1957","1h 28m","Approved","8.4","(238K)"
"https://m.media-amazon.com/images/M/MV5BNmM5ZThhY2ItOGRjOS00NzZiLWEwYTItNDgyMjFkOTgxMmRiXkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg","https://www.imdb.com/title/tt0081505/?ref_=chttp_i_67","#67","https://www.imdb.com/title/tt0081505/?ref_=chttp_t_67","The Shining","1980","2h 26m","R","8.4","(1.2M)"
"https://m.media-amazon.com/images/M/MV5BMjc4ZjEwNDUtMjlmZS00NzQ4LTg2N2MtMGI3ZjMyMmM3ZDM2XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg","https://www.imdb.com/title/tt0032553/?ref_=chttp_i_68","#68","https://www.imdb.com/title/tt0032553/?ref_=chttp_t_68","The Great Dictator","1940","2h 5m","G","8.4","(259K)"
"https://m.media-amazon.com/images/M/MV5BODZhMWJlNjYtNDExNC00MTIzLTllM2ItOGQ2NGVjNDQ3MzkzXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg","https://www.imdb.com/title/tt0361748/?ref_=chttp_i_69","#69","https://www.imdb.com/title/tt0361748/?ref_=chttp_t_69","Inglourious Basterds","2009","2h 33m","R","8.4","(1.8M)"
"https://m.media-amazon.com/images/M/MV5BNTE3OTIxZDYtNjA0NC00N2YxLTg1NGQtOTYxNmZkMDkwOWNjXkEyXkFqcGc@._V1_QL75_UY133_CR6,0,90,133_.jpg","https://www.imdb.com/title/tt23849204/?ref_=chttp_i_70","#70","https://www.imdb.com/title/tt23849204/?ref_=chttp_t_70","12th Fail","2023","2h 27m","","8.7","(170K)"
"https://m.media-amazon.com/images/M/MV5BZjIyNGJhYzYtN2I1My00OTVhLWEyMzItZTVjNDMzOTVkYWViXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg","https://www.imdb.com/title/tt0090605/?ref_=chttp_i_71","#71","https://www.imdb.com/title/tt0090605/?ref_=chttp_t_71","Aliens","1986","2h 17m","R","8.4","(839K)"
"https://m.media-amazon.com/images/M/MV5BMGJiNzllYjktODAzNS00OGUzLTlmY2MtMjA2ZTZhYTY1OTc4XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg","https://www.imdb.com/title/tt0057565/?ref_=chttp_i_72","#72","https://www.imdb.com/title/tt0057565/?ref_=chttp_t_72","High and Low","1963","2h 23m","Not Rated","8.4","(71K)"
"https://m.media-amazon.com/images/M/MV5BNDdjZGQ5YzEtNTc2My00Mjc0LWFlMTctYzkwMzZlNzdiZWYzXkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg","https://www.imdb.com/title/tt0119217/?ref_=chttp_i_73","#73","https://www.imdb.com/title/tt0119217/?ref_=chttp_t_73","Good Will Hunting","1997","2h 6m","R","8.4","(1.2M)"
"https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_QL75_UX90_CR0,0,90,133_.jpg","https://www.imdb.com/title/tt4154796/?ref_=chttp_i_74","#74","https://www.imdb.com/title/tt4154796/?ref_=chttp_t_74","Avengers: Endgame","2019","3h 1m","PG-13","8.4","(1.4M)"
"https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_QL75_UX90_CR0,0,90,133_.jpg","https://www.imdb.com/title/tt1345836/?ref_=chttp_i_75","#75","https://www.imdb.com/title/tt1345836/?ref_=chttp_t_75","The Dark Knight Rises","2012","2h 44m","PG-13","8.4","(2M)"
"https://m.media-amazon.com/images/M/MV5BMDIyM2E2NTAtMzlhNy00ZGUxLWI1NjgtZDY5MzhiMDc5NGU3XkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg","https://www.imdb.com/title/tt2380307/?ref_=chttp_i_76","#76","https://www.imdb.com/title/tt2380307/?ref_=chttp_t_76","Coco","2017","1h 45m","PG","8.4","(703K)"
"https://m.media-amazon.com/images/M/MV5BMzc2MjM0NTMtOGY4NC00NzY1LWE2ODUtZjMzY2RhNGNkZDAyXkEyXkFqcGc@._V1_QL75_UX90_CR0,3,90,133_.jpg","https://www.imdb.com/title/tt0086879/?ref_=chttp_i_77","#77","https://www.imdb.com/title/tt0086879/?ref_=chttp_t_77","Amadeus","1984","2h 40m","PG","8.4","(467K)"
"https://m.media-amazon.com/images/M/MV5BZTA3OWVjOWItNjE1NS00NzZiLWE1MjgtZDZhMWI1ZTlkNzYwXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg","https://www.imdb.com/title/tt0114709/?ref_=chttp_i_78","#78","https://www.imdb.com/title/tt0114709/?ref_=chttp_t_78","Toy Story","1995","1h 21m","G","8.3","(1.2M)"
"https://m.media-amazon.com/images/M/MV5BMjI1ODZkYTgtYTY3Yy00ZTJkLWFkOTgtZDUyYWM4MzQwNjk0XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg","https://www.imdb.com/title/tt5311514/?ref_=chttp_i_79","#79","https://www.imdb.com/title/tt5311514/?ref_=chttp_t_79","Your Name.","2016","1h 46m","","8.4","(390K)"
"https://m.media-amazon.com/images/M/MV5BNTkwNzJiYTctNzI3NC00NjE1LTlhYjktY2Q5MTdmMWFmNzcxXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg","https://www.imdb.com/title/tt12042730/?ref_=chttp_i_80","#80","https://www.imdb.com/title/tt12042730/?ref_=chttp_t_80","Project Hail Mary","2026","2h 36m","PG-13","8.4","(169K)"
"https://m.media-amazon.com/images/M/MV5BNGU0MWZlMTUtM2Y3Ny00NGNmLWE5NmEtN2YxOWQzMGM3ZWYzXkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg","https://www.imdb.com/title/tt0082096/?ref_=chttp_i_81","#81","https://www.imdb.com/title/tt0082096/?ref_=chttp_t_81","Das Boot","1981","2h 29m","","8.3","(287K)"
"https://m.media-amazon.com/images/M/MV5BMTAwNzNjYWItZmI0Ni00ZTcyLWIwNWMtZjlmNGMxZTEyYTJmXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg","https://www.imdb.com/title/tt0364569/?ref_=chttp_i_82","#82","https://www.imdb.com/title/tt0364569/?ref_=chttp_t_82","Oldboy","2003","2h","R","8.3","(716K)"
"https://m.media-amazon.com/images/M/MV5BNGMxZDBhNGQtYTZlNi00N2UzLWI4NDEtNmUzNWM2NTdmZDA0XkEyXkFqcGc@._V1_QL75_UY133_CR0,0,90,133_.jpg","https://www.imdb.com/title/tt0112573/?ref_=chttp_i_83","#83","https://www.imdb.com/title/tt0112573/?ref_=chttp_t_83","Braveheart","1995","2h 58m","R","8.3","(1.2M)"
"https://m.media-amazon.com/images/M/MV5BZTcyN2Y0MDYtMGI1NC00MWQ1LWFhZGMtN2U4NTcxZGYyNjljXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg","https://www.imdb.com/title/tt0119698/?ref_=chttp_i_84","#84","https://www.imdb.com/title/tt0119698/?ref_=chttp_t_84","Princess Mononoke","1997","2h 13m","PG-13","8.3","(482K)"
"https://m.media-amazon.com/images/M/MV5BMjFjYzBlOTktMTI2OS00ZWVhLTgxMDUtNzAwODY2NmI3YTAzXkEyXkFqcGc@._V1_QL75_UX90_CR0,3,90,133_.jpg","https://www.imdb.com/title/tt0057012/?ref_=chttp_i_85","#85","https://www.imdb.com/title/tt0057012/?ref_=chttp_t_85","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","1964","1h 35m","PG","8.3","(551K)"
"https://m.media-amazon.com/images/M/MV5BNzc4ZWQ3NmYtODE0Ny00YTQ4LTlkZWItNTBkMGQ0MmUwMmJlXkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg","https://www.imdb.com/title/tt1187043/?ref_=chttp_i_86","#86","https://www.imdb.com/title/tt1187043/?ref_=chttp_t_86","3 Idiots","2009","2h 50m","PG-13","8.4","(480K)"
"https://m.media-amazon.com/images/M/MV5BMDI1MDE0OTMtMmI2MS00Yjc2LTg2MTItMWExYTg5NzA1OGUzXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg","https://www.imdb.com/title/tt0169547/?ref_=chttp_i_87","#87","https://www.imdb.com/title/tt0169547/?ref_=chttp_t_87","American Beauty","1999","2h 2m","R","8.3","(1.3M)"
"https://m.media-amazon.com/images/M/MV5BYzEyMzQ1OTktZTljZi00OWQzLWE2ZmUtZjQyNzBjYjE1NTc0XkEyXkFqcGc@._V1_QL75_UY133_CR0,0,90,133_.jpg","https://www.imdb.com/title/tt8267604/?ref_=chttp_i_88","#88","https://www.imdb.com/title/tt8267604/?ref_=chttp_t_88","Capernaum","2018","2h 6m","R","8.4","(124K)"
"https://m.media-amazon.com/images/M/MV5BMGQzZDFjZWUtZDU4ZS00ZjM3LTgyYmItYjA3YmIwYzRkZWY3XkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg","https://www.imdb.com/title/tt0045152/?ref_=chttp_i_89","#89","https://www.imdb.com/title/tt0045152/?ref_=chttp_t_89","Singin' in the Rain","1952","1h 43m","G","8.3","(282K)"
"https://m.media-amazon.com/images/M/MV5BNzY3OWQ5NDktNWQ2OC00ZjdlLThkMmItMDhhNDk3NTFiZGU4XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg","https://www.imdb.com/title/tt7286456/?ref_=chttp_i_90","#90","https://www.imdb.com/title/tt7286456/?ref_=chttp_t_90","Joker","2019","2h 2m","R","8.3","(1.7M)"
"https://m.media-amazon.com/images/M/MV5BMDQ0ZTg2OGUtZjMyOC00M2M5LThkMmItZmM2MmUzMmIxMWJhXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg","https://www.imdb.com/title/tt0087843/?ref_=chttp_i_91","#91","https://www.imdb.com/title/tt0087843/?ref_=chttp_t_91","Once Upon a Time in America","1984","3h 49m","R","8.3","(408K)"
"https://m.media-amazon.com/images/M/MV5BNDlkZmVkZDAtZGFmMS00OWIzLWJkY2YtNWE5NjNhNjhiZGE3XkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg","https://www.imdb.com/title/tt0091251/?ref_=chttp_i_92","#92","https://www.imdb.com/title/tt0091251/?ref_=chttp_t_92","Come and See","1985","2h 22m","Not Rated","8.3","(122K)"
"https://m.media-amazon.com/images/M/MV5BNWEwOTI0MmUtMGNmNy00ODViLTlkZDQtZTg1YmQ3MDgyNTUzXkEyXkFqcGc@._V1_QL75_UX90_CR0,3,90,133_.jpg","https://www.imdb.com/title/tt0086190/?ref_=chttp_i_93","#93","https://www.imdb.com/title/tt0086190/?ref_=chttp_t_93","Star Wars: Episode VI - Return of the Jedi","1983","2h 11m","PG","8.3","(1.2M)"
"https://m.media-amazon.com/images/M/MV5BN2ZlMjIzZjctYzA2My00ZWYyLWI4ZjctMGI2NWYyNzFiZjAwXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg","https://www.imdb.com/title/tt0180093/?ref_=chttp_i_94","#94","https://www.imdb.com/title/tt0180093/?ref_=chttp_t_94","Requiem for a Dream","2000","1h 42m","NC-17","8.3","(971K)"
"https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_QL75_UY133_CR2,0,90,133_.jpg","https://www.imdb.com/title/tt0435761/?ref_=chttp_i_95","#95","https://www.imdb.com/title/tt0435761/?ref_=chttp_t_95","Toy Story 3","2010","1h 43m","G","8.3","(967K)"
"https://m.media-amazon.com/images/M/MV5BMmNlZTk4ZjQtY2I5NS00NmNiLTlkNmUtYTc3YmE0ZTk3OGNiXkEyXkFqcGc@._V1_QL75_UY133_CR3,0,90,133_.jpg","https://www.imdb.com/title/tt0044741/?ref_=chttp_i_96","#96","https://www.imdb.com/title/tt0044741/?ref_=chttp_t_96","Ikiru","1952","2h 23m","Not Rated","8.3","(102K)"
"https://m.media-amazon.com/images/M/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@._V1_QL75_UY133_CR2,0,90,133_.jpg","https://www.imdb.com/title/tt2106476/?ref_=chttp_i_97","#97","https://www.imdb.com/title/tt2106476/?ref_=chttp_t_97","The Hunt","2012","1h 55m","R","8.3","(408K)"
"https://m.media-amazon.com/images/M/MV5BYWFmMjdmNjctNzhhOC00ZmMzLTkwOGItMmVmZDU4MjE2MTYwXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg","https://www.imdb.com/title/tt1255953/?ref_=chttp_i_98","#98","https://www.imdb.com/title/tt1255953/?ref_=chttp_t_98","Incendies","2010","2h 11m","R","8.3","(249K)"
"https://m.media-amazon.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_QL75_UX90_CR0,0,90,133_.jpg","https://www.imdb.com/title/tt0338013/?ref_=chttp_i_99","#99","https://www.imdb.com/title/tt0338013/?ref_=chttp_t_99","Eternal Sunshine of the Spotless Mind","2004","1h 48m","R","8.3","(1.2M)"
"https://m.media-amazon.com/images/M/MV5BNDdhMzVhOWQtNDU2Mi00ZmZmLWJiZDMtY2QxMjhjY2Y1ZTI5XkEyXkFqcGc@._V1_QL75_UX90_CR0,4,90,133_.jpg","https://www.imdb.com/title/tt0053604/?ref_=chttp_i_100","#100","https://www.imdb.com/title/tt0053604/?ref_=chttp_t_100","The Apartment","1960","2h 5m","Approved","8.3","(219K)"
"https://m.media-amazon.com/images/M/MV5BYjY0YTQ1OTAtYjEyNy00NTQ4LThlMTQtM2QwYTVhYWFhNjU5XkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg","https://www.imdb.com/title/tt0056172/?ref_=chttp_i_101","#101","https://www.imdb.com/title/tt0056172/?ref_=chttp_t_101","Lawrence of Arabia","1962","3h 47m","Approved","8.3","(341K)"
"https://m.media-amazon.com/images/M/MV5BMTkxYjU1OTMtYWViZC00ZjAzLWI3MDktZGQ2N2VmMjVjNDRlXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg","https://www.imdb.com/title/tt0113277/?ref_=chttp_i_102","#102","https://www.imdb.com/title/tt0113277/?ref_=chttp_t_102","Heat","1995","2h 50m","R","8.3","(800K)"
"https://m.media-amazon.com/images/M/MV5BNDUzYjY0NmUtMDM4OS00Y2Q5LWJiODYtNTk0ZTk0YjZhMTg1XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg","https://www.imdb.com/title/tt0086250/?ref_=chttp_i_103","#103","https://www.imdb.com/title/tt0086250/?ref_=chttp_t_103","Scarface","1983","2h 50m","R","8.3","(1M)"
"https://m.media-amazon.com/images/M/MV5BNjU0NDFkMTQtZWY5OS00MmZhLTg3Y2QtZmJhMzMzMWYyYjc2XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg","https://www.imdb.com/title/tt0062622/?ref_=chttp_i_104","#104","https://www.imdb.com/title/tt0062622/?ref_=chttp_t_104","2001: A Space Odyssey","1968","2h 29m","G","8.3","(781K)"
"https://m.media-amazon.com/images/M/MV5BMmMzYjg4NDctYWY0Mi00OGViLWIzMTMtYWNlZGY5ZDJmYjk3XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg","https://www.imdb.com/title/tt0105236/?ref_=chttp_i_105","#105","https://www.imdb.com/title/tt0105236/?ref_=chttp_t_105","Reservoir Dogs","1992","1h 39m","R","8.3","(1.2M)"
"https://m.media-amazon.com/images/M/MV5BNmI1ZTc5MWMtMDYyOS00ZDc2LTkzOTAtNjQ4NWIxNjYyNDgzXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg","https://www.imdb.com/title/tt1049413/?ref_=chttp_i_106","#106","https://www.imdb.com/title/tt1049413/?ref_=chttp_t_106","Up","2009","1h 36m","PG","8.3","(1.2M)"
"https://m.media-amazon.com/images/M/MV5BM2YwNjZlZDktNTlmNS00ODQwLWJmNmUtYmE1NTBhYjc1YTY5XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg","https://www.imdb.com/title/tt0036775/?ref_=chttp_i_107","#107","https://www.imdb.com/title/tt0036775/?ref_=chttp_t_107","Double Indemnity","1944","1h 47m","Approved","8.3","(181K)"
"https://m.media-amazon.com/images/M/MV5BZWIzODI2OGItMzM0Ny00OGRmLTlkNmItMDQxMTFmMTk3YmQwXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg","https://www.imdb.com/title/tt0053125/?ref_=chttp_i_108","#108","https://www.imdb.com/title/tt0053125/?ref_=chttp_t_108","North by Northwest","1959","2h 16m","Approved","8.3","(369K)"
"https://m.media-amazon.com/images/M/MV5BNjVmMTlkNGYtYTM2OC00Yjc2LWIyYmQtMDY4ZmU1MWRlMjA3XkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg","https://www.imdb.com/title/tt0986264/?ref_=chttp_i_109","#109","https://www.imdb.com/title/tt0986264/?ref_=chttp_t_109","Like Stars on Earth","2007","2h 42m","PG","8.3","(231K)"
"https://m.media-amazon.com/images/M/MV5BYWUzNzZkNzUtNDdiYy00Nzk5LTgxMmItNTk0MjRjNjdjNDA0XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg","https://www.imdb.com/title/tt0093058/?ref_=chttp_i_110","#110","https://www.imdb.com/title/tt0093058/?ref_=chttp_t_110","Full Metal Jacket","1987","1h 56m","R","8.2","(849K)"
"https://m.media-amazon.com/images/M/MV5BODA4ODk3OTEzMF5BMl5BanBnXkFtZTgwMTQ2ODMwMzE@._V1_QL75_UX90_CR0,1,90,133_.jpg","https://www.imdb.com/title/tt0022100/?ref_=chttp_i_111","#111","https://www.imdb.com/title/tt0022100/?ref_=chttp_t_111","M","1931","1h 39m","Passed","8.3","(182K)"
"https://m.media-amazon.com/images/M/MV5BOTNmYzY0MWQtZGZmNy00Y2Y4LWFmMDQtMTZjYTdiYzEwZGQ2XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg","https://www.imdb.com/title/tt0211915/?ref_=chttp_i_112","#112","https://www.imdb.com/title/tt0211915/?ref_=chttp_t_112","Amélie","2001","2h 2m","R","8.3","(838K)"
"https://m.media-amazon.com/images/M/MV5BNzEyZTUxMWItMGVhYy00Y2NlLTljYTMtYzBmMzI1YmUyMDBkXkEyXkFqcGc@._V1_QL75_UX90_CR0,3,90,133_.jpg","https://www.imdb.com/title/tt0052357/?ref_=chttp_i_113","#113","https://www.imdb.com/title/tt0052357/?ref_=chttp_t_113","Vertigo","1958","2h 8m","PG","8.2","(458K)"
"https://m.media-amazon.com/images/M/MV5BYjk1ZDJlMmUtOWQ0Zi00MDM5LTk1OGYtODczNjFmMGYwZGVkXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg","https://www.imdb.com/title/tt0033467/?ref_=chttp_i_114","#114","https://www.imdb.com/title/tt0033467/?ref_=chttp_t_114","Citizen Kane","1941","1h 59m","PG","8.2","(493K)"
"https://m.media-amazon.com/images/M/MV5BMDM0ZWRmMzctM2M5ZS00ZjU0LWIxN2MtNWNlNGY1ZDhjMDVhXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg","https://www.imdb.com/title/tt1832382/?ref_=chttp_i_115","#115","https://www.imdb.com/title/tt1832382/?ref_=chttp_t_115","A Separation","2011","2h 3m","PG-13","8.3","(277K)"
"https://m.media-amazon.com/images/M/MV5BMGNlYmM1NmQtYWExMS00NmRjLTg5ZmEtMmYyYzJkMzljYWMxXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg","https://www.imdb.com/title/tt0095016/?ref_=chttp_i_116","#116","https://www.imdb.com/title/tt0095016/?ref_=chttp_t_116","Die Hard","1988","2h 12m","R","8.2","(1M)"
"https://m.media-amazon.com/images/M/MV5BZTlkYWU4MGEtZmQyYi00OWEzLTgzY2EtYzVjOTEzYzAyNTk1XkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg","https://www.imdb.com/title/tt0056592/?ref_=chttp_i_117","#117","https://www.imdb.com/title/tt0056592/?ref_=chttp_t_117","To Kill a Mockingbird","1962","2h 9m","Approved","8.2","(351K)"
"https://m.media-amazon.com/images/M/MV5BNGIxNzQ0YzYtMjNmYi00YjBlLWFjNzEtNGE3ZGFmYTczM2MwXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg","https://www.imdb.com/title/tt0097576/?ref_=chttp_i_118","#118","https://www.imdb.com/title/tt0097576/?ref_=chttp_t_118","Indiana Jones and the Last Crusade","1989","2h 7m","PG-13","8.2","(862K)"
"https://m.media-amazon.com/images/M/MV5BZGI4OTk4MDMtYmQ1Ni00YTUzLTkyYTktZGUwMjMyN2M4NjQ5XkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg","https://www.imdb.com/title/tt0070735/?ref_=chttp_i_119","#119","https://www.imdb.com/title/tt0070735/?ref_=chttp_t_119","The Sting","1973","2h 9m","PG","8.2","(300K)"
"https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_QL75_UX90_CR0,0,90,133_.jpg","https://www.imdb.com/title/tt0066921/?ref_=chttp_i_120","#120","https://www.imdb.com/title/tt0066921/?ref_=chttp_t_120","A Clockwork Orange","1971","2h 16m","R","8.2","(935K)"
"https://m.media-amazon.com/images/M/MV5BMjhjMGYyMjAtMzJkYy00NzhlLWIwY2MtMWQ2ODIxZDUyOGYyXkEyXkFqcGc@._V1_QL75_UY133_CR0,0,90,133_.jpg","https://www.imdb.com/title/tt0017136/?ref_=chttp_i_121","#121","https://www.imdb.com/title/tt0017136/?ref_=chttp_t_121","Metropolis","1927","2h 33m","Passed","8.2","(201K)"
"https://m.media-amazon.com/images/M/MV5BYzkxZjg2NDQtMGVjMy00NWZkLTk0ZDEtZWE3NDYwYjAyMTg1XkEyXkFqcGc@._V1_QL75_UX90_CR0,5,90,133_.jpg","https://www.imdb.com/title/tt8579674/?ref_=chttp_i_122","#122","https://www.imdb.com/title/tt8579674/?ref_=chttp_t_122","1917","2019","1h 59m","R","8.2","(768K)"
"https://m.media-amazon.com/images/M/MV5BYzk5NjJkMTQtN2IyNC00YWM5LTlhZmMtNGI3MWNhMTU1YTc4XkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg","https://www.imdb.com/title/tt0208092/?ref_=chttp_i_123","#123","https://www.imdb.com/title/tt0208092/?ref_=chttp_t_123","Snatch","2000","1h 42m","R","8.2","(975K)"
"https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_QL75_UX90_CR0,0,90,133_.jpg","https://www.imdb.com/title/tt0993846/?ref_=chttp_i_124","#124","https://www.imdb.com/title/tt0993846/?ref_=chttp_t_124","The Wolf of Wall Street","2013","3h","R","8.2","(1.8M)"
"https://m.media-amazon.com/images/M/MV5BODdiMjY1OGYtNDk0NC00NGQ1LWI4MDItOTJhMTM0YjE1YTAzXkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg","https://www.imdb.com/title/tt0119488/?ref_=chttp_i_125","#125","https://www.imdb.com/title/tt0119488/?ref_=chttp_t_125","L.A. Confidential","1997","2h 18m","R","8.2","(658K)"
"https://m.media-amazon.com/images/M/MV5BMTU0NTU5NTAyMl5BMl5BanBnXkFtZTYwNzYwMDg2._V1_QL75_UY133_CR1,0,90,133_.jpg","https://www.imdb.com/title/tt0363163/?ref_=chttp_i_126","#126","https://www.imdb.com/title/tt0363163/?ref_=chttp_t_126","Downfall","2004","2h 36m","R","8.2","(400K)"
"https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_QL75_UY133_CR3,0,90,133_.jpg","https://www.imdb.com/title/tt5074352/?ref_=chttp_i_127","#127","https://www.imdb.com/title/tt5074352/?ref_=chttp_t_127","Dangal","2016","2h 41m","Not Rated","8.3","(242K)"
"https://m.media-amazon.com/images/M/MV5BNzA3ZjZlNzYtMTdjMy00NjMzLTk5ZGYtMTkyYzNiOGM1YmM3XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg","https://www.imdb.com/title/tt0120382/?ref_=chttp_i_128","#128","https://www.imdb.com/title/tt0120382/?ref_=chttp_t_128","The Truman Show","1998","1h 43m","PG","8.2","(1.4M)"
"https://m.media-amazon.com/images/M/MV5BMjIzMzAyMzg1Nl5BMl5BanBnXkFtZTgwMzMyNzk0MTE@._V1_QL75_UY133_CR1,0,90,133_.jpg","https://www.imdb.com/title/tt0040522/?ref_=chttp_i_129","#129","https://www.imdb.com/title/tt0040522/?ref_=chttp_t_129","Bicycle Thieves","1948","1h 29m","Not Rated","8.2","(192K)"
"https://m.media-amazon.com/images/M/MV5BNDU5YTNmMmItN2QxNy00OGQ0LTg5MTctNzFmYjEzZjcwN2UwXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg","https://www.imdb.com/title/tt6966692/?ref_=chttp_i_130","#130","https://www.imdb.com/title/tt6966692/?ref_=chttp_t_130","Green Book","2018","2h 10m","PG-13","8.2","(681K)"
"https://m.media-amazon.com/images/M/MV5BN2JkMDc5MGQtZjg3YS00NmFiLWIyZmQtZTJmNTM5MjVmYTQ4XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg","https://www.imdb.com/title/tt15398776/?ref_=chttp_i_131","#131","https://www.imdb.com/title/tt15398776/?ref_=chttp_t_131","Oppenheimer","2023","3h","R","8.2","(1M)"
"https://m.media-amazon.com/images/M/MV5BN2FjNWExYzEtY2YzOC00YjNlLTllMTQtNmIwM2Q1YzBhOWM1XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg","https://www.imdb.com/title/tt1130884/?ref_=chttp_i_132","#132","https://www.imdb.com/title/tt1130884/?ref_=chttp_t_132","Shutter Island","2010","2h 18m","R","8.2","(1.6M)"
